"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FC","2026-05-07","87.4","-3.03","5.19","Alvarez, Francisco",664954,681035,,"ball",,,,,11,,"R","L","R","COL","NYM","B",,,2,1,2026,"0.52","0.07",-0.5626012953703126,3.357657698711512,,691720,,1,3,"Bot",,,,,,,4.865062242753961,-127.48100660872731,1.578072862198229,5.086841747174589,18.08454938294258,-31.75393231459572,3.174368438,1.602017717,,,,"89.8",2606,"6.9",824362,682626,668901,543760,666182,660644,628451,621438,596103,"53.55",,,,,,,,21,4,"Cutter",0,2,0,2,2,0,0,2,"Strategic","Standard",141,"0.009","0.073",,,,"-0.073",,-2,-2,0.352,0.352,27,32,27,32,1,0,6,4,6,1,"2.83","-0.52","0.52","28.7",,,,,
"FF","2026-05-07","94","-2.06","5.02","Alvarez, Francisco",666160,681810,,"ball",,,,,13,,"R","L","R","COL","NYM","B",,,0,0,2026,"-1.01","0.91",-0.8649959222294202,2.2776077587012185,,,,1,7,"Bot",,,,,,,5.371582718277768,-136.92803424159374,-3.3376985741699876,-13.833264336322951,26.754738345047823,-20.11727747471783,3.254232283,1.642322835,,,,"95.1",2434,"6.6",824362,682626,668901,543760,666182,660644,701807,621438,596103,"53.9",,,,,,,,57,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",229,"0.004","0.042",,,,"-0.042",,0,0,0.55,0.55,30,28,30,28,1,3,3,1,2,1,"1.64","1.01","-1.01","28.9",,,,,
"ST","2026-05-06","72.9","3.43","5.1","Torrens, Luis",671289,640455,,"ball",,,,,13,,"R","R","L","COL","NYM","B",,,0,0,2026,"-1.19","0.45",-0.6590470458294402,1.45917676779341,666160,696100,681198,1,9,"Bot",,,,,,,-6.067580573040166,-106.12429703915981,-0.5989256553685112,-8.16276682247424,16.13332255102645,-28.83100054984002,3.150672572,1.590059055,,,,"73.6",2329,"6.6",824361,620443,668901,543760,683146,666182,665742,701807,621438,"53.94",,,,,,,,85,1,"Sweeper",4,10,4,10,10,4,4,10,"Standard","Standard",270,"0.003","0.036",,,,"-0.036",,-6,-6,0.018,0.018,34,27,34,27,1,4,7,2,4,1,"3.79","-1.19","1.19","16.6",,,,,
"SI","2026-05-06","88.6","3.19","5.22","Torrens, Luis",666160,640455,,"called_strike",,,,,4,,"R","L","L","COL","NYM","S",,,2,1,2026,"1.21","0.47",-0.8038658241686982,2.59987698439263,,,,1,9,"Bot",,,,,,,-12.275942028163556,-128.69971513382865,-1.252126462604044,15.694419895828624,20.81430153792799,-26.87217390123087,3.254232283,1.642322835,,,,"89.9",2132,"6.7",824361,620443,668901,543760,683146,666182,665742,701807,621438,"53.79",,,,,,,,82,4,"Sinker",4,10,4,10,10,4,4,10,"Infield shade","Standard",125,"0","-0.073",,,,"0.073",,-6,-6,0.001,0.001,34,28,34,28,1,4,7,2,4,1,"2.4","1.21","1.21","19.1",,,,,
"CH","2026-05-06","83.8","-2.51","5.13","Torrens, Luis",691720,642207,,"ball",,,,,13,,"R","R","R","COL","NYM","B",,,1,2,2026,"-1.58","-0.12",-0.6642430279921061,1.507935968996661,696100,681198,671289,2,9,"Bot",,,,,,,7.518224876281308,-121.94271365982698,-1.5620914091888491,-17.235433577101887,22.0547386078049,-33.25901093140818,3.431512467,1.731791339,,,,"85.4",2806,"7.2",824361,620443,668901,543760,683146,666182,665742,701807,621438,"53.34",,,,,,,,87,4,"Changeup",5,10,5,10,10,5,5,10,"Standard","Standard",272,"0.002","0.041",,,,"-0.041",,-5,-5,0.012,0.012,31,23,32,24,1,4,2,2,2,1,"3.34","1.58","1.58","14.3",,,,,
"SL","2026-05-04","90.3","2.12","6.06","Torrens, Luis",671289,656849,"strikeout","called_strike",,,,,2,"Luis Torrens challenged (pitch result), call on the field was overturned: Tyler Freeman called out on strikes.","R","R","L","COL","NYM","S",2,,2,2,2026,"0.18","0.52",0.10037582545996354,3.2282810084578006,,,,2,6,"Bot",,,,,,,-5.439210821563014,-131.70377011662393,-2.1991477454816977,2.9791696134042804,21.707392727803036,-25.86233176416807,3.150672572,1.590059055,,,,"92.8",2168,"7.2",824363,620443,668901,543760,683146,666182,665742,701807,621438,"53.32",,0,"0",1,0,0,,43,5,"Slider",0,4,0,4,4,0,0,4,"Standard","Standard",149,"-0.006","-0.215",,,,"0.215",,-4,-4,0.065,0.065,30,27,31,27,1,2,5,3,6,2,"2.22","0.18","-0.18","39.7",,,,,
"FF","2026-05-04","91.5","-3.13","4.71","Torrens, Luis",671289,518886,,"ball",,,,,12,,"R","R","R","COL","NYM","B",,,1,1,2026,"-0.9","1.08",0.9152444894752146,2.8135488428722626,666160,,,1,8,"Bot",,,,,,,12.143329926338065,-132.87489449183835,-1.1480803031051785,-13.045898267534692,25.44306301316319,-19.21778130938967,3.150672572,1.590059055,,,,"92.7",2319,"6.9",824363,620443,668901,543760,683146,666182,665742,701807,621438,"53.63",,,,,,,,58,3,"4-Seam Fastball",2,4,2,4,4,2,2,4,"Standard","Standard",225,"0.011","0.028",,,,"-0.028",,-2,-2,0.221,0.221,38,27,38,27,1,3,2,3,3,2,"1.63","0.9","0.9","23.1",,,,,
"SI","2026-05-02","94.9","-3.94","5.13","Alvarez, Francisco",672724,690997,,"ball",,,,,11,,"R","R","R","LAA","NYM","B",,,2,2,2026,"-1.71","0.35",-0.2861125165476177,3.3542079280458896,,,687093,2,4,"Bot",,,,,,,13.350520678321262,-137.45826316859822,0.4870134491416014,-24.752304659160867,32.395395773998416,-28.17764105333499,3.186655184,1.608218504,,,,"94.8",2143,"6.6",824042,682626,668901,543760,666182,677595,628451,621438,596103,"53.9",,,,,,,,32,5,"Sinker",3,1,3,1,1,3,3,1,"Standard","Standard",228,"0.004","0.102",,,,"-0.102",,2,2,0.765,0.765,24,26,25,26,2,1,6,1,6,1,"2.22","1.71","1.71","30.9",,,,,
"FC","2026-05-01","90.3","-3.13","5.29","Alvarez, Francisco",545361,681035,,"ball",,,,,12,,"R","R","R","LAA","NYM","B",,,1,2,2026,"0.09","0.39",0.8899920147304718,2.592014698460884,,,687263,0,3,"Bot",,,,,,,9.736098855243853,-131.18289120672773,-1.4485630816624147,-0.9353381967374156,26.43744795962415,-27.514092665285276,3.243700787,1.637007874,,,,"90.9",,"6.6",824041,682626,683146,543760,666182,677595,665742,621438,701807,"53.85",,,,,,,,20,4,"Cutter",2,0,2,0,0,2,2,0,"Standard","Strategic",,"0.004","0.039",,,,"-0.039",,2,2,0.782,0.782,27,34,27,35,2,1,8,2,6,1,"2.4","-0.09","-0.09","30.2",,,,,
"FF","2026-04-30","93.7","-2.37","5.22","Torrens, Luis",660688,642207,,"called_strike",,,,,6,,"R","L","R","NYM","WSH","S",,,1,1,2026,"-1.14","1.39",0.6950097110771452,2.412569392128967,,683083,,0,9,"Top",,,,,,,10.608912202234189,-135.96726496225295,-4.468252820551868,-16.588700972979357,33.03160899516889,-14.119032023859777,3.175246063,1.60246063,,,,"95.2",2340,"7.6",823634,620443,668901,543760,666182,677595,596103,621438,701807,"52.95",,,,,,,,67,3,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Strategic","Standard",225,"0.008","-0.027",,,,"0.027",,-1,1,0.119,0.881,31,27,32,28,1,0,4,1,1,2,"1.24","1.14","-1.14","22.5",,,,,
"FF","2026-04-29","90.6","3.37","5.16","Alvarez, Francisco",695734,640455,,"called_strike",,,,,4,,"R","L","L","NYM","WSH","S",,,0,0,2026,"1.28","1.23",-0.7144170619440222,2.509470598670122,691781,682928,,2,6,"Top",,,,,,,-13.002467585484327,-131.2138652918209,-3.1528499374904215,17.50622789278569,28.097178701120196,-17.41373094962394,3.180511811,1.60511811,,,,"91.6",2030,"7.2",823633,682626,683146,543760,666182,677595,669004,621438,701807,"53.32",,,,,,,,56,1,"4-Seam Fastball",2,10,10,2,10,2,10,2,"Standard","Standard",120,"0","-0.046",,,,"0.046",,-8,8,0.008,0.992,34,23,34,24,2,3,5,1,7,1,"1.57","1.28","1.28","19.1",,,,,
"FC","2026-04-28","88.2","-2.76","6.64","Alvarez, Francisco",696285,605280,,"ball",,,,,12,,"R","R","R","NYM","WSH","B",,,0,2,2026,"0.14","-0.03",0.862829647344685,2.824992633327296,,,682928,2,4,"Top",,,,,,,8.363661069286131,-128.3200047691254,-2.9051323425605524,-0.13648248207180277,25.393510222153882,-32.17154635188386,3.187532808,1.608661417,,,,"87.9",2749,"6",823636,682626,668901,543760,666182,677595,669004,701807,683146,"54.47",,,,,,,,26,4,"Cutter",1,0,0,1,0,1,0,1,"Standard","Standard",72,"-0.003","0.023",,,,"-0.023",,1,-1,0.668,0.33199999999999996,33,26,33,27,2,1,6,2,5,1,"2.96","-0.14","-0.14","49.2",,,,,
"FF","2026-04-26","95.1","-1.95","6.04","Alvarez, Francisco",691720,673540,,"ball",,,,,14,,"R","R","R","NYM","COL","B",,,0,0,2026,"-0.75","1.31",0.04047856994874177,1.5777212957342595,666160,,,2,3,"Top",,,,,,,6.864900007532095,-138.0786789120845,-8.685374090178565,-11.24559847487513,33.27918995324489,-13.662996002509896,3.431512467,1.731791339,,,,"94.5",2202,"6.3",823637,682626,683146,543760,666182,677595,669004,621438,701807,"54.22",,,,,,,,23,1,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard",216,"-0.001","0.028",,,,"-0.028",,-3,3,0.212,0.788,33,23,33,24,2,1,9,0,,2,"1.24","0.75","0.75","49.3",,,,,
"SI","2026-04-26","96.6","-1.4","5.97","Torrens, Luis",687597,623211,,"ball",,,,,13,,"R","R","R","NYM","COL","B",,,0,1,2026,"-1.69","1.03",-0.23362420459537359,1.4857103057131322,,,664983,1,7,"Top",,,,,,,6.900812578097661,-140.09080651031803,-8.260878637160173,-23.825146174449287,38.61773161591431,-16.736518692394146,3.316543635,1.673769685,,,,"94.5",2313,"5.8",823635,620443,668901,543760,683146,666182,502054,673357,621438,"54.74",,,,,,,,49,2,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",227,"-0.002","0.02",,,,"-0.02",,-2,2,0.187,0.813,36,25,37,25,1,2,3,2,5,2,"1.47","1.69","1.69","42.2",,,,,
"FF","2026-04-24","88.9","3.04","5.29","Alvarez, Francisco",696100,640455,"strikeout","called_strike",,,,,9,"Francisco Alvarez challenged (pitch result), call on the field was overturned: Hunter Goodman called out on strikes.","R","R","L","NYM","COL","S",2,,0,2,2026,"0.9","1.17",0.5948746903195338,1.6277918057928338,,,686668,1,8,"Top",,,,,,,-7.931126718585425,-129.06640663243857,-5.195992741892615,11.761873038503975,28.37024999309823,-18.205242435583752,3.178756562,1.604232283,,,,"89.8",1935,"7.1",823638,682626,668901,543760,666182,677595,701807,621438,683146,"53.43",,0,"0",1,0,0,,64,3,"4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard",126,"0.005","-0.167",,,,"0.167",,-3,3,0.075,0.925,34,26,34,27,2,4,7,2,5,2,"1.74","0.9","-0.9","22.2",,,,,
"FF","2026-04-19","94.3","-2.21","5.35","Torrens, Luis",673548,642207,,"called_strike",,,,,3,,"R","R","R","CHC","NYM","S",,,0,1,2026,"-0.8","1.27",0.4242576847408325,3.298120188041411,,,664068,0,9,"Bot",,,,,,,8.742078576510924,-137.03254917308743,-2.2959988158680438,-12.097576219240224,33.100187595169096,-15.991920778524168,3.177878937,1.60378937,,,,"95.7",2380,"7.4",824691,620443,668901,543760,666182,596019,502054,673357,621438,"53.11",,,,,,,,65,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",225,"-0.031","-0.044",,,,"0.044",,-1,-1,0.32,0.32,31,31,32,32,1,3,4,1,2,1,"1.32","0.8","0.8","25.8",,,,,
"SL","2026-04-18","81.9","-3.63","4.73","Alvarez, Francisco",673548,642547,"walk","ball",,,,,14,"Francisco Alvarez challenged (pitch result), call on the field was confirmed: Seiya Suzuki walks. Ian Happ to 2nd.","R","R","R","CHC","NYM","B",,,3,2,2026,"0.41","0.42",0.8363810850918213,1.4048330858495852,,,664023,2,6,"Bot",,,,,,,9.184150404273513,-119.04982508779132,-1.575474376199114,2.14676561435895,22.33863485313708,-28.05360288666497,3.177878937,1.60378937,,,,"82.2",2504,"6.5",824694,682626,668901,543760,666182,596019,701807,673357,683146,"54.03",,0.701432,"0.7",1,0,0,,47,6,"Slider",1,1,1,1,1,1,1,1,"Strategic","Standard",79,"0.026","0.205",,,,"-0.205",,0,0,0.54,0.54,30,31,30,32,3,2,6,1,6,1,"2.98","-0.41","-0.41","26.3",,,,,
"FO","2026-04-17","82.5","-1.98","5.93","Alvarez, Francisco",664023,673540,,"ball",,,,,13,,"R","L","R","CHC","NYM","B",,,0,2,2026,"-0.72","-0.37",-0.8505417863719847,1.7040198234611683,,,,0,3,"Bot",,,,,,,3.972083367655787,-120.03745733321735,-2.089423184533679,-7.763164501032756,24.665387883475212,-35.541074286555876,3.136630577,1.582972441,,,,"82.4",1145,"6.3",824693,682626,683146,543760,666182,596019,621438,673357,701807,"54.15",,,,,,,,26,3,"Forkball",6,3,6,3,3,6,6,3,"Strategic","Standard",252,"0.001","0.023",,,,"-0.023",,3,3,0.835,0.835,33,31,33,32,2,1,6,2,9,1,"3.74","0.72","-0.72","45.0",,,,,
"FC","2026-04-17","88.4","-1.68","6.03","Alvarez, Francisco",683737,673540,,"called_strike",,,,,4,,"R","L","R","CHC","NYM","S",,,3,1,2026,"0.06","0.38",-0.6603681773244954,2.30652860270804,,,,1,1,"Bot",,,,,,,2.3376236090398668,-128.78839586548145,-3.6227342953126893,0.1711586476361566,25.61708688672009,-27.41966755616579,3.166469816,1.598031496,,,,"88.7",2432,"6.3",824693,682626,683146,543760,666182,596019,621438,673357,701807,"54.19",,,,,,,,6,5,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",194,"-0.006","-0.088",,,,"0.088",,0,0,0.536,0.536,33,28,33,29,1,0,6,2,9,1,"2.52","-0.06","0.06","50.0",,,,,
"SI","2026-04-15","94.1","-1.06","6.54","Alvarez, Francisco",690976,605280,,"ball",,,,,14,,"R","L","R","LAD","NYM","B",,,0,2,2026,"-1.49","0.01",0.5730366891518011,1.4548128753413003,,,,2,2,"Bot",,,,,,,7.477946520642763,-136.6368054891322,-7.138578555214237,-20.33908727746796,31.26688799864888,-30.590224948874848,3.184899934,1.607332677,,,,"93.2",2117,"6",823963,682626,683146,543760,666182,596019,502054,673357,701807,"54.53",,,,,,,,15,3,"Sinker",2,0,2,0,0,2,2,0,"Strategic","Standard",236,"0.001","0.022",,,,"-0.022",,2,2,0.717,0.717,33,24,33,25,1,0,5,1,7,2,"2.58","1.49","-1.49","43.0",,,,,
"SI","2026-04-15","93.9","-1.36","6.55","Alvarez, Francisco",571970,605280,,"called_strike",,,,,2,,"R","L","R","LAD","NYM","S",,,1,0,2026,"-1.25","0.09",0.037278898154516016,2.939978486386084,,,,0,2,"Bot",,,,,,,6.29534545714712,-136.61680680097186,-3.6146336889958373,-17.05953604206332,28.07736796853141,-30.456601199702273,3.127854331,1.578543307,,,,"93.1",2122,"5.7",823963,682626,683146,543760,666182,596019,502054,673357,701807,"54.83",,,,,,,,11,2,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",237,"-0.005","-0.058",,,,"0.058",,0,0,0.555,0.555,33,35,33,36,1,0,5,1,7,2,"2.48","1.25","-1.25","37.1",,,,,
"FF","2026-04-15","95","-2.29","5.34","Alvarez, Francisco",606192,642207,,"called_strike",,,,,3,,"R","R","R","LAD","NYM","S",,,1,1,2026,"-1.2","1.33",0.6419270555316969,2.9411461157882717,,,,0,8,"Bot",,,,,,,10.497957529331241,-137.89411066718296,-3.483238893420603,-17.674082545563294,31.926930308922536,-14.583168822042829,3.199819554,1.614862205,,,,"96.4",2351,"7.3",823963,682626,683146,543760,666182,596019,502054,673357,701807,"53.21",,,,,,,,60,3,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",232,"-0.002","-0.06",,,,"0.06",,2,2,0.938,0.938,31,33,32,34,1,3,8,1,4,2,"1.21","1.2","1.2","24.9",,,,,
"CH","2026-04-14","87.7","-3.83","5.38","Alvarez, Francisco",518692,690997,,"called_strike",,,,,6,,"R","L","R","LAD","NYM","S",,,0,1,2026,"-1.11","-0.58",0.5240818626211428,2.832521340431413,,,,0,7,"Bot",,,,,,,12.669640046441726,-127.0478839684155,1.4181046070482766,-14.577643945619016,25.397764141004853,-39.05473385583934,3.382365486,1.706988189,,,,"87.4",1310,"6.3",823965,682626,668901,543760,666182,596019,701807,673357,683146,"54.22",,,,,,,,46,2,"Changeup",1,1,1,1,1,1,1,1,"Strategic","Standard",268,"-0.009","-0.056",,,,"0.056",,0,0,0.582,0.582,24,36,25,37,3,2,5,1,7,1,"3.57","1.11","-1.11","36.7",,,,,
"FC","2026-04-13","89.6","-1.98","5.28","Alvarez, Francisco",571970,680702,,"called_strike",,,,,8,,"R","L","R","LAD","NYM","S",,,2,1,2026,"0.29","1",-0.2110556879250825,1.6336817018994991,,,,0,8,"Bot",,,,,,,3.6912333963447397,-130.42967962900943,-4.980400154013114,2.558980695091124,26.097928207997946,-19.92169979771319,3.127854331,1.578543307,,,,"90",2238,"6.4",823964,682626,668901,543760,666182,596019,502054,673357,621438,"54.11",,,,,,,,59,4,"Cutter",4,0,4,0,0,4,4,0,"Infield shade","Standard",194,"0","-0.072",,,,"0.072",,4,4,0.988,0.988,29,35,29,36,1,3,,1,51,1,"1.83","-0.29","0.29","35.9",,,,,
"FF","2026-04-12","89.9","3.77","5.06","Torrens, Luis",701762,640455,"strikeout","called_strike",,,,,4,"Luis Torrens challenged (pitch result), call on the field was overturned: Nick Kurtz called out on strikes.","R","L","L","NYM","ATH","S",2,,1,2,2026,"1.25","0.9",-0.6634130745948807,2.6497361801937123,,,,0,8,"Top",,,,,,,-13.654394199625923,-130.30908295733747,-1.7897045246908276,16.94125380338929,24.28358732865287,-21.66635575193496,3.413082349,1.722490158,,,,"91.1",2067,"7",823642,620443,668901,543760,666182,596019,621438,701807,683146,"53.55",,0,"0",1,0,0,,53,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",120,"0.016","-0.186",,,,"0.186",,-1,1,0.262,0.738,34,23,34,23,1,3,4,1,5,1,"1.92","1.25","1.25","15.1",,,,,
"FF","2026-04-11","93.1","-3.02","4.69","Alvarez, Francisco",691777,518886,"strikeout","called_strike",,,,,9,"Francisco Alvarez challenged (pitch result), call on the field was overturned: Max Muncy called out on strikes.","R","R","R","NYM","ATH","S",2,,0,2,2026,"-1.28","1.13",0.8281760346010043,1.6621269159745315,,,643446,2,7,"Top",,,,,,,12.785306066960093,-134.86361616837644,-4.237305329956937,-18.641059370078008,34.24679410645785,-17.609563382783385,3.227903543,1.629035433,,,,"93.7",2306,"7.3",823644,682626,668901,543760,666182,596019,701807,673357,683146,"53.22",,0,"0",1,0,0,,63,3,"4-Seam Fastball",5,7,7,5,7,5,7,5,"Standard","Standard",229,"0.01","-0.171",,,,"0.171",,-2,2,0.211,0.789,38,23,38,24,1,3,,1,2,1,"1.56","1.28","1.28","22.2",,,,,
"ST","2026-04-10","82.2","-1.08","6.43","Alvarez, Francisco",669127,605280,,"called_strike",,,,,3,,"R","R","R","NYM","ATH","S",,,0,0,2026,"1.49","-0.25",0.3987492361608127,3.2346477179265962,666126,,701762,2,3,"Top",,,,,,,0.37105849952559905,-119.68977322906268,0.06769649937722289,14.065580138513425,26.17276418078945,-34.819308270250225,3.18226706,1.606003937,,,,"81",2907,"5.7",823643,682626,676724,543760,677595,596019,701807,673357,683146,"54.78",,,,,,,,18,1,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",42,"0.008","-0.031",,,,"0.031",,0,0,0.5,0.5,33,28,33,29,2,1,6,2,5,1,"3.66","-1.49","-1.49","40.9",,,,,
"FO","2026-04-05","82.7","-1.84","6.15","Alvarez, Francisco",642715,673540,"strikeout","called_strike",,,,,7,"Francisco Alvarez challenged (pitch result), call on the field was overturned: Willy Adames called out on strikes.","R","R","R","SF","NYM","S",2,,2,2,2026,"-0.96","0.05",-0.5167427280739146,1.5407028409645012,,,,0,1,"Bot",,,,,,,4.855890327190076,-120.20357632972318,-3.7618141669483043,-10.26883179631346,25.992055539075114,-31.069957410580948,3.22351542,1.626820866,,,,"82.1",944,"6.2",823238,682626,668901,543760,666182,596019,676724,673357,701807,"54.31",,0,"0",1,0,0,,4,6,"Forkball",0,0,0,0,0,0,0,0,"Standard","Standard",241,"-0.019","-0.238",,,,"0.238",,0,0,0.545,0.545,33,30,33,31,1,0,5,1,6,1,"3.32","0.96","0.96","48.8",,,,,
"CH","2026-04-01","88","-4.11","4.71","Alvarez, Francisco",671056,642547,,"ball",,,,,13,,"R","R","R","STL","NYM","B",,,2,1,2026,"-1.41","-0.26",-0.884150621721338,2.1181568196979685,,,802139,0,6,"Bot",,,,,,,10.751737661272644,-127.6911148984529,0.5728540744410895,-17.613837917287473,25.39031145027043,-35.33993111620324,3.173490814,1.601574803,,,,"88.5",1818,"6.7",823078,682626,668901,543760,666182,596019,665742,673357,621438,"53.84",,,,,,,,42,4,"Changeup",0,1,0,1,1,0,0,1,"Strategic","Standard",252,"0.027","0.129",,,,"-0.129",,-1,-1,0.469,0.469,30,26,30,26,3,2,6,1,6,2,"3.21","1.41","1.41","24.9",,,,,
"CU","2026-04-01","80.1","-3.55","5.27","Alvarez, Francisco",802139,642547,,"ball",,,,,13,,"R","L","R","STL","NYM","B",,,0,0,2026,"0.28","-0.42",-0.9601131358559479,2.220612539480069,,,,2,3,"Bot",,,,,,,5.107310155036041,-116.61920972047312,1.0108167680827909,1.5335961661803499,22.418566155512583,-36.45259915426545,3.096259843,1.562598425,,,,"80.1",2222,"6.3",823078,682626,668901,543760,666182,596019,665742,673357,621438,"54.21",,,,,,,,19,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",69,"0.001","0.041",,,,"-0.041",,0,0,0.512,0.512,30,23,30,24,2,1,6,1,6,2,"3.98","-0.28","0.28","38.2",,,,,
"ST","2026-03-31","78.2","-1.64","5.91","Torrens, Luis",691023,673540,,"ball",,,,,13,,"R","R","R","STL","NYM","B",,,0,0,2026,"0.74","-0.88",-0.8496535458774207,2.4909597636969156,,,,0,4,"Bot",,,,,,,0.30102293044155237,-113.87402295806102,1.4166361387709743,6.337619099813977,22.86841422197456,-40.288391163668635,3.461351706,1.746850394,,,,"77.6",2391,"6.1",823077,620443,676724,543760,666182,596019,665742,673357,701807,"54.45",,,,,,,,31,1,"Sweeper",2,0,2,0,0,2,2,0,"Standard","Standard",34,"0.002","0.044",,,,"-0.044",,2,2,0.786,0.786,33,24,33,24,2,1,,1,5,1,"4.63","-0.74","-0.74","50.2",,,,,
"FC","2026-03-31","92.7","-1.76","6","Torrens, Luis",691023,673540,,"called_strike",,,,,4,,"R","R","R","STL","NYM","S",,,2,1,2026,"0.05","0.68",-0.8229949884324425,2.4052471739067354,,,,0,2,"Bot",,,,,,,2.2514640400040022,-134.8424994474073,-4.632216411510326,0.0819271463296724,32.786765901031764,-23.006867899313864,3.461351706,1.746850394,,,,"92.3",2566,"6.3",823077,620443,676724,543760,666182,596019,665742,673357,701807,"54.17",,,,,,,,14,4,"Cutter",0,0,0,0,0,0,0,0,"Strategic","Strategic",211,"-0.007","-0.072",,,,"0.072",,0,0,0.555,0.555,33,24,33,24,1,0,,1,5,1,"2","-0.05","-0.05","51.6",,,,,
"FF","2026-03-29","97.8","-3.57","5.46","Torrens, Luis",668804,690997,,"called_strike",,,,,7,,"R","L","R","NYM","PIT","S",,,1,1,2026,"-0.76","1.38",-0.6281371153289121,1.7340414930967554,,665833,664040,0,1,"Top",,,,,,,9.604343295270278,-141.7896996245602,-7.448223340019893,-12.689618771863286,36.65152196771487,-12.02125871658104,3.284071522,1.65738189,,,,"97.1",2404,"6.4",823647,620443,683146,543760,666182,596019,665742,673357,701807,"54.11",,,,,,,,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",227,"0.013","-0.086",,,,"0.086",,0,0,0.412,0.5880000000000001,24,31,25,31,1,0,,1,5,1,"1.05","0.76","-0.76","36.3",,,,,
"FF","2026-03-26","94.8","-3.26","5.39","Alvarez, Francisco",665833,642547,"strikeout","called_strike",,,,,3,"Francisco Alvarez challenged (pitch result), call on the field was overturned: Oneil Cruz called out on strikes.","R","L","R","NYM","PIT","S",2,,3,2,2026,"-0.36","1.56",0.6548691207869547,3.0283054653391455,,,,1,3,"Top",,,,,,,10.956828559707054,-137.4620653704184,-3.7779537814134265,-7.20636964409751,33.81107693463729,-11.84707294629191,3.515764436,1.774311024,,,,"94.7",2427,"6.7",823649,682626,593871,543760,666182,596019,665742,673357,701807,"53.82",,0,"0",1,0,0,,24,7,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Strategic","Standard",212,"0.019","-0.355",,,,"0.355",,3,-3,0.812,0.18799999999999994,30,27,30,28,2,1,,,6,2,"1.02","0.36","-0.36","38.7",,,,,
"SI","2026-03-26","93.9","-1.78","6.42","Alvarez, Francisco",680779,472610,,"called_strike",,,,,3,,"R","R","R","NYM","PIT","S",,,0,0,2026,"-1.04","1.12",0.7310782135449756,2.772282775873842,,693304,,1,9,"Top",,,,,,,8.757171650628297,-136.3379705217306,-5.968380177387718,-14.937441150522059,31.391090213005175,-17.069967685396115,3.187532808,1.608661417,,,,"93.7",2260,"6.4",823649,682626,593871,543760,666182,596019,665742,673357,701807,"54.08",,,,,,,,81,1,"Sinker",11,7,7,11,7,11,7,11,"Standard","Standard",210,"0.002","-0.051",,,,"0.051",,4,-4,0.983,0.017000000000000015,39,26,39,27,1,3,,,2,2,"1.49","1.04","1.04","44.6",,,,,
