"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SI","2026-04-15","93.9","-1.36","6.55","Alvarez, Francisco",571970,605280,,"called_strike",,,,,2,,"R","L","R","LAD","NYM","S",,,1,0,2026,"-1.25","0.09",0.037278898154516016,2.939978486386084,,,,0,2,"Bot",,,,,,,6.29534545714712,-136.61680680097186,-3.6146336889958373,-17.05953604206332,28.07736796853141,-30.456601199702273,3.127854331,1.578543307,,,,"93.1",2122,"5.7",823963,682626,683146,543760,666182,596019,502054,673357,701807,"54.83",,,,,,,,11,2,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",237,"-0.005","-0.05",,,,"0.05",,0,0,0.555,0.555,33,35,33,36,1,0,5,1,7,2,"2.48","1.25","-1.25","37.1",,,,,
"FF","2026-04-15","95","-2.29","5.34","Alvarez, Francisco",606192,642207,,"called_strike",,,,,3,,"R","R","R","LAD","NYM","S",,,1,1,2026,"-1.2","1.33",0.6419270555316969,2.9411461157882717,,,,0,8,"Bot",,,,,,,10.497957529331241,-137.89411066718296,-3.483238893420603,-17.674082545563294,31.926930308922536,-14.583168822042829,3.199819554,1.614862205,,,,"96.4",2351,"7.3",823963,682626,683146,543760,666182,596019,502054,673357,701807,"53.21",,,,,,,,60,3,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",232,"-0.002","-0.061",,,,"0.061",,2,2,0.938,0.938,31,33,32,34,1,3,8,1,4,2,"1.21","1.2","1.2","24.9",,,,,
"CH","2026-04-14","87.7","-3.83","5.38","Alvarez, Francisco",518692,690997,,"called_strike",,,,,6,,"R","L","R","LAD","NYM","S",,,0,1,2026,"-1.11","-0.58",0.5240818626211428,2.832521340431413,,,,0,7,"Bot",,,,,,,12.669640046441726,-127.0478839684155,1.4181046070482766,-14.577643945619016,25.397764141004853,-39.05473385583934,3.382365486,1.706988189,,,,"87.4",1310,"6.3",823965,682626,668901,543760,666182,596019,701807,673357,683146,"54.22",,,,,,,,46,2,"Changeup",1,1,1,1,1,1,1,1,"Strategic","Standard",268,"-0.009","-0.055",,,,"0.055",,0,0,0.582,0.582,24,36,25,37,3,2,5,1,7,1,"3.57","1.11","-1.11","36.7",,,,,
"SL","2026-04-13","89.6","-1.98","5.28","Alvarez, Francisco",571970,680702,,"called_strike",,,,,8,,"R","L","R","LAD","NYM","S",,,2,1,2026,"0.29","1",-0.2110556879250825,1.6336817018994991,,,,0,8,"Bot",,,,,,,3.6912333963447397,-130.42967962900943,-4.980400154013114,2.558980695091124,26.097928207997946,-19.92169979771319,3.127854331,1.578543307,,,,"90",2238,"6.4",823964,682626,668901,543760,666182,596019,502054,673357,621438,"54.11",,,,,,,,59,4,"Slider",4,0,4,0,0,4,4,0,"Infield shade","Standard",194,"0","-0.073",,,,"0.073",,4,4,0.988,0.988,29,35,29,36,1,3,,1,,1,"1.83","-0.29","0.29","35.9",,,,,
"FF","2026-04-12","89.9","3.77","5.06","Torrens, Luis",701762,640455,"strikeout","called_strike",,,,,4,"Luis Torrens challenged (pitch result), call on the field was overturned: Nick Kurtz called out on strikes.","R","L","L","NYM","ATH","S",2,,1,2,2026,"1.25","0.9",-0.6634130745948807,2.6497361801937123,,,,0,8,"Top",,,,,,,-13.654394199625923,-130.30908295733747,-1.7897045246908276,16.94125380338929,24.28358732865287,-21.66635575193496,3.413082349,1.722490158,,,,"91.1",2067,"7",823642,620443,668901,543760,666182,596019,621438,701807,683146,"53.55",,0,"0",1,0,0,,53,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",120,"0.016","-0.189",,,,"0.189",,-1,1,0.262,0.738,34,23,34,23,1,3,4,1,5,1,"1.92","1.25","1.25","15.1",,,,,
"FF","2026-04-11","93.1","-3.02","4.69","Alvarez, Francisco",691777,518886,"strikeout","called_strike",,,,,9,"Francisco Alvarez challenged (pitch result), call on the field was overturned: Max Muncy called out on strikes.","R","R","R","NYM","ATH","S",2,,0,2,2026,"-1.28","1.13",0.8281760346010043,1.6621269159745315,,,643446,2,7,"Top",,,,,,,12.785306066960093,-134.86361616837644,-4.237305329956937,-18.641059370078008,34.24679410645785,-17.609563382783385,3.227903543,1.629035433,,,,"93.7",2306,"7.3",823644,682626,668901,543760,666182,596019,701807,673357,683146,"53.22",,0,"0",1,0,0,,63,3,"4-Seam Fastball",5,7,7,5,7,5,7,5,"Standard","Standard",229,"0.01","-0.174",,,,"0.174",,-2,2,0.211,0.789,38,23,38,24,1,3,,1,2,1,"1.56","1.28","1.28","22.2",,,,,
"ST","2026-04-10","82.2","-1.08","6.43","Alvarez, Francisco",669127,605280,,"called_strike",,,,,3,,"R","R","R","NYM","ATH","S",,,0,0,2026,"1.49","-0.25",0.3987492361608127,3.2346477179265962,666126,,701762,2,3,"Top",,,,,,,0.37105849952559905,-119.68977322906268,0.06769649937722289,14.065580138513425,26.17276418078945,-34.819308270250225,3.18226706,1.606003937,,,,"81",2907,"5.7",823643,682626,676724,543760,677595,596019,701807,673357,683146,"54.78",,,,,,,,18,1,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",42,"0.008","-0.035",,,,"0.035",,0,0,0.5,0.5,33,28,33,29,2,1,6,2,5,1,"3.66","-1.49","-1.49","40.9",,,,,
"FO","2026-04-05","82.7","-1.84","6.15","Alvarez, Francisco",642715,673540,"strikeout","called_strike",,,,,7,"Francisco Alvarez challenged (pitch result), call on the field was overturned: Willy Adames called out on strikes.","R","R","R","SF","NYM","S",2,,2,2,2026,"-0.96","0.05",-0.5167427280739146,1.5407028409645012,,,,0,1,"Bot",,,,,,,4.855890327190076,-120.20357632972318,-3.7618141669483043,-10.26883179631346,25.992055539075114,-31.069957410580948,3.22351542,1.626820866,,,,"82.1",944,"6.2",823238,682626,668901,543760,666182,596019,676724,673357,701807,"54.31",,0,"0",1,0,0,,4,6,"Forkball",0,0,0,0,0,0,0,0,"Standard","Standard",241,"-0.019","-0.232",,,,"0.232",,0,0,0.545,0.545,33,30,33,31,1,0,5,1,6,1,"3.32","0.96","0.96","48.8",,,,,
"CH","2026-04-01","88","-4.11","4.71","Alvarez, Francisco",671056,642547,,"ball",,,,,13,,"R","R","R","STL","NYM","B",,,2,1,2026,"-1.41","-0.26",-0.884150621721338,2.1181568196979685,,,802139,0,6,"Bot",,,,,,,10.751737661272644,-127.6911148984529,0.5728540744410895,-17.613837917287473,25.39031145027043,-35.33993111620324,3.173490814,1.601574803,,,,"88.5",1818,"6.7",823078,682626,668901,543760,666182,596019,665742,673357,621438,"53.84",,,,,,,,42,4,"Changeup",0,1,0,1,1,0,0,1,"Strategic","Standard",252,"0.027","0.116",,,,"-0.116",,-1,-1,0.469,0.469,30,26,30,26,3,2,6,1,6,2,"3.21","1.41","1.41","24.9",,,,,
"CU","2026-04-01","80.1","-3.55","5.27","Alvarez, Francisco",802139,642547,,"ball",,,,,13,,"R","L","R","STL","NYM","B",,,0,0,2026,"0.28","-0.42",-0.9601131358559479,2.220612539480069,,,,2,3,"Bot",,,,,,,5.107310155036041,-116.61920972047312,1.0108167680827909,1.5335961661803499,22.418566155512583,-36.45259915426545,3.096259843,1.562598425,,,,"80.1",2222,"6.3",823078,682626,668901,543760,666182,596019,665742,673357,621438,"54.21",,,,,,,,19,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",69,"0.001","0.037",,,,"-0.037",,0,0,0.512,0.512,30,23,30,24,2,1,6,1,6,2,"3.98","-0.28","0.28","38.2",,,,,
"ST","2026-03-31","78.2","-1.64","5.91","Torrens, Luis",691023,673540,,"ball",,,,,13,,"R","R","R","STL","NYM","B",,,0,0,2026,"0.74","-0.88",-0.8496535458774207,2.4909597636969156,,,,0,4,"Bot",,,,,,,0.30102293044155237,-113.87402295806102,1.4166361387709743,6.337619099813977,22.86841422197456,-40.288391163668635,3.461351706,1.746850394,,,,"77.6",2391,"6.1",823077,620443,676724,543760,666182,596019,665742,673357,701807,"54.45",,,,,,,,31,1,"Sweeper",2,0,2,0,0,2,2,0,"Standard","Standard",34,"0.002","0.041",,,,"-0.041",,2,2,0.786,0.786,33,24,33,24,2,1,,1,5,1,"4.63","-0.74","-0.74","50.2",,,,,
"FC","2026-03-31","92.7","-1.76","6","Torrens, Luis",691023,673540,,"called_strike",,,,,4,,"R","R","R","STL","NYM","S",,,2,1,2026,"0.05","0.68",-0.8229949884324425,2.4052471739067354,,,,0,2,"Bot",,,,,,,2.2514640400040022,-134.8424994474073,-4.632216411510326,0.0819271463296724,32.786765901031764,-23.006867899313864,3.461351706,1.746850394,,,,"92.3",2566,"6.3",823077,620443,676724,543760,666182,596019,665742,673357,701807,"54.17",,,,,,,,14,4,"Cutter",0,0,0,0,0,0,0,0,"Strategic","Strategic",211,"-0.007","-0.073",,,,"0.073",,0,0,0.555,0.555,33,24,33,24,1,0,,1,5,1,"2","-0.05","-0.05","51.6",,,,,
"FF","2026-03-29","97.8","-3.57","5.46","Torrens, Luis",668804,690997,,"called_strike",,,,,7,,"R","L","R","NYM","PIT","S",,,1,1,2026,"-0.76","1.38",-0.6281371153289121,1.7340414930967554,,665833,664040,0,1,"Top",,,,,,,9.604343295270278,-141.7896996245602,-7.448223340019893,-12.689618771863286,36.65152196771487,-12.02125871658104,3.284071522,1.65738189,,,,"97.1",2404,"6.4",823647,620443,683146,543760,666182,596019,665742,673357,701807,"54.11",,,,,,,,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",227,"0.013","-0.065",,,,"0.065",,0,0,0.412,0.5880000000000001,24,31,25,31,1,0,,1,5,1,"1.05","0.76","-0.76","36.3",,,,,
"FF","2026-03-26","94.8","-3.26","5.39","Alvarez, Francisco",665833,642547,"strikeout","called_strike",,,,,3,"Francisco Alvarez challenged (pitch result), call on the field was overturned: Oneil Cruz called out on strikes.","R","L","R","NYM","PIT","S",2,,3,2,2026,"-0.36","1.56",0.6548691207869547,3.0283054653391455,,,,1,3,"Top",,,,,,,10.956828559707054,-137.4620653704184,-3.7779537814134265,-7.20636964409751,33.81107693463729,-11.84707294629191,3.515764436,1.774311024,,,,"94.7",2427,"6.7",823649,682626,593871,543760,666182,596019,665742,673357,701807,"53.82",,0,"0",1,0,0,,24,7,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Strategic","Standard",212,"0.019","-0.332",,,,"0.332",,3,-3,0.812,0.18799999999999994,30,27,30,28,2,1,,,6,2,"1.02","0.36","-0.36","38.7",,,,,
"SI","2026-03-26","93.9","-1.78","6.42","Alvarez, Francisco",680779,472610,,"called_strike",,,,,3,,"R","R","R","NYM","PIT","S",,,0,0,2026,"-1.04","1.12",0.7310782135449756,2.772282775873842,,693304,,1,9,"Top",,,,,,,8.757171650628297,-136.3379705217306,-5.968380177387718,-14.937441150522059,31.391090213005175,-17.069967685396115,3.187532808,1.608661417,,,,"93.7",2260,"6.4",823649,682626,593871,543760,666182,596019,665742,673357,701807,"54.08",,,,,,,,81,1,"Sinker",11,7,7,11,7,11,7,11,"Standard","Standard",210,"0.002","-0.038",,,,"0.038",,4,-4,0.983,0.017000000000000015,39,26,39,27,1,3,,,2,2,"1.49","1.04","1.04","44.6",,,,,
