,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,League
68,CU,2026-04-04,76.2,-1.74,5.59,"Vientos, Mark",668901,694738,,ball,,,,,13,,R,R,R,SF,NYM,B,,,0,0,2026,1.53,-0.92,-0.190414690883127,1.4367626966917824,,666182.0,683146.0,2,5,Top,,,,,,,0.3911471702609733,-110.8437946028851,0.4653351346748016,12.288492311463692,25.250281051012973,-40.01873463810016,3.340239501,1.685728347,,,,75.0,3127,6.1,823239,672275,666464,650333,656305,642715,671218,664056,808982,54.43,,,,,,,,39,1,Curveball,0,4,4,0,4,0,4,0,Infield shade,Standard,58,-0.001,0.024,,,,-0.024,,-4,4,0.106,0.894,27,26,28,27,3,2,5.0,1.0,6.0,1.0,4.94,-1.53,-1.53,30.5,,,,,,Mark Vientos,26,0,Maj-NL,New York,35,129,120,14,29,5,0,6,19,7,0,27,1,0,1,3,0,0,0.242,0.287,0.433,0.72,668901,NL
69,FC,2026-04-04,87.9,-1.55,5.41,"Semien, Marcus",543760,694738,,called_strike,,,,,8,,R,R,R,SF,NYM,S,,,1,0,2026,0.38,0.48,0.115030580657928,1.7707895033684569,,668901.0,676724.0,1,2,Top,,,,,,,3.1515336901822057,-127.99511263016105,-3.5266110876067405,3.606405676522321,24.758418376482908,-26.393375851270974,3.212106299,1.621062992,,,,87.5,2508,5.9,823239,672275,666464,650333,656305,642715,671218,664056,808982,54.65,,,,,,,,11,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,156,0.008,-0.045,,,,0.045,,0,0,0.452,0.548,27,35,28,36,1,0,5.0,1.0,6.0,1.0,2.45,-0.38,-0.38,26.3,,,,,,Marcus Semien,35,0,Maj-NL,New York,43,169,154,15,35,6,0,3,14,12,0,33,1,1,1,3,5,1,0.227,0.286,0.325,0.61,543760,NL
70,FF,2026-04-04,97.1,-1.24,6.2,"Semien, Marcus",543760,676775,walk,ball,,,,,14,"Patrick Bailey challenged (pitch result), call on the field was confirmed: Marcus Semien walks.",R,R,R,SF,NYM,B,,,3,1,2026,-0.86,1.36,0.3036731659648433,1.4935962621468388,621438.0,,,1,7,Top,,,,,,,6.065444481134604,-140.99717224579766,-9.929522208234523,-12.830865306821591,34.13017211985261,-11.888534935216796,3.212106299,1.621062992,,,,96.9,2366,6.4,823239,672275,666464,650333,656305,642715,671218,664056,808982,54.09,,0.704799,0.7,1.0,0.0,0.0,,56,5,4-Seam Fastball,0,9,9,0,9,0,9,0,Infield shade,Standard,223,0.0,0.128,,,,-0.128,,-9,9,0.002,0.998,28,35,28,36,1,3,5.0,1.0,1.0,1.0,1.08,0.86,0.86,44.6,,,,,,Marcus Semien,35,0,Maj-NL,New York,43,169,154,15,35,6,0,3,14,12,0,33,1,1,1,3,5,1,0.227,0.286,0.325,0.61,543760,NL
71,FF,2026-04-03,92.9,-1.67,5.49,"Vientos, Mark",668901,641816,walk,ball,,,,,12,"Mark Vientos challenged (pitch result), call on the field was overturned: Mark Vientos walks.",R,R,R,SF,NYM,B,,,3,0,2026,-0.85,1.39,0.974999098146916,2.564775935334149,666182.0,673357.0,,2,1,Top,,,,,,,8.656997520122099,-135.07566448164113,-4.641011058020821,-12.284560416038625,28.85922344023249,-14.303385749310625,3.340239501,1.685728347,,,,93.8,2225,6.8,823240,672275,666464,650333,656305,642715,671218,664056,808982,53.71,,0.704799,0.7,1.0,0.0,0.0,,6,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,224,-0.006,0.05,,,,-0.05,,-1,1,0.388,0.612,31,26,32,27,1,0,6.0,1.0,5.0,1.0,1.25,0.85,0.85,42.5,,,,,,Mark Vientos,26,0,Maj-NL,New York,35,129,120,14,29,5,0,6,19,7,0,27,1,0,1,3,0,0,0.242,0.287,0.433,0.72,668901,NL
72,FF,2026-04-03,92.4,-1.59,5.51,"Robert Jr., Luis",673357,641816,walk,ball,,,,,14,"Patrick Bailey challenged (pitch result), call on the field was confirmed: Luis Robert Jr. walks. Bo Bichette to 2nd.",R,R,R,SF,NYM,B,,,3,2,2026,-1.0,1.4,0.2034881476121075,1.5329822246344254,665742.0,,666182.0,0,1,Top,,,,,,,6.791363606173354,-134.2594292116164,-7.236307038008155,-13.5440612677658,28.51765899273517,-13.840891585768109,3.310400263,1.670669291,,,,93.3,2339,6.9,823240,672275,666464,650333,656305,642715,671218,664056,808982,53.62,,0.704799,0.7,1.0,0.0,0.0,,4,6,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,215,-0.03,0.335,,,,-0.335,,-1,1,0.293,0.7070000000000001,31,28,32,29,1,0,6.0,1.0,5.0,2.0,1.27,1.0,1.0,41.6,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
73,FF,2026-04-03,92.0,-1.65,5.37,"Robert Jr., Luis",673357,641816,,called_strike,,,,,9,,R,R,R,SF,NYM,S,,,1,0,2026,-1.0,1.34,0.6863734451518364,1.5853106928765195,665742.0,,666182.0,0,1,Top,,,,,,,8.126052647861759,-133.64098086452964,-6.475208908890539,-13.81444631394736,31.12024821580821,-14.923907725376797,3.310400263,1.670669291,,,,92.5,2240,6.9,823240,672275,666464,650333,656305,642715,671218,664056,808982,53.64,,,,,,,,4,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,213,0.006,-0.05,,,,0.05,,-1,1,0.294,0.706,31,28,32,29,1,0,6.0,1.0,5.0,2.0,1.38,1.0,1.0,41.5,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
74,FF,2026-04-03,96.4,1.05,6.64,"Vientos, Mark",668901,669062,,ball,,,,,11,,R,R,L,SF,NYM,B,,,1,1,2026,0.87,1.19,-0.92428092115147,2.739809594806946,,683146.0,,0,9,Top,,,,,,,-7.232130648210122,-140.1294030827115,-7.35155129987517,13.060222809207495,31.94594263481014,-15.001063751951772,3.340239501,1.685728347,,,,97.0,2307,6.7,823240,672275,666464,650333,656305,642715,671218,664056,808982,53.81,,,,,,,,73,3,4-Seam Fastball,3,9,9,3,9,3,9,3,Infield shade,Standard,135,0.0,0.045,,,,-0.045,,-6,6,0.002,0.998,28,26,28,27,1,4,6.0,1.0,2.0,1.0,1.27,0.87,-0.87,43.4,,,,,,Mark Vientos,26,0,Maj-NL,New York,35,129,120,14,29,5,0,6,19,7,0,27,1,0,1,3,0,0,0.242,0.287,0.433,0.72,668901,NL
75,SI,2026-04-02,93.8,-3.59,4.83,"Robert Jr., Luis",673357,676254,strikeout,called_strike,,,,,9,"Daniel Susac challenged (pitch result), call on the field was overturned: Luis Robert Jr. called out on strikes.",R,R,R,SF,NYM,S,2.0,,3,2,2026,-1.6,0.24,0.7655613982278249,1.610664114489566,,,,1,6,Top,,,,,,,14.678050413724833,-135.730628431722,-2.817633388391011,-23.20432758628897,32.43606607429208,-28.738484373062715,3.310400263,1.670669291,,,,93.2,2303,6.4,823242,691740,669477,650333,656305,642715,671218,664056,808982,54.06,,0.0,0.0,1.0,0.0,0.0,,51,6,Sinker,6,2,2,6,2,6,2,6,Infield shade,Standard,236,0.013,-0.332,,,,0.332,,4,-4,0.932,0.0679999999999999,30,28,31,29,1,2,3.0,1.0,5.0,1.0,2.4,1.6,1.6,15.9,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
76,CH,2026-04-01,87.5,0.77,6.41,"Semien, Marcus",543760,669461,walk,ball,,,,,12,"Matthew Liberatore challenged (pitch result), call on the field was confirmed: Marcus Semien walks.",R,R,L,STL,NYM,B,,,3,1,2026,1.33,0.82,0.9791581901217729,2.513509416425149,,668901.0,,2,5,Top,,,,,,,-2.2895720067966376,-127.3156748036593,-4.753977746783483,14.960921227408924,26.327914562388983,-22.44027742750593,3.212106299,1.621062992,,,,87.3,1819,6.2,823078,686780,676475,802139,669357,691026,695336,687363,701675,54.33,,0.704799,0.7,1.0,0.0,0.0,,29,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,133,-0.008,0.072,,,,-0.072,,0,0,0.516,0.484,26,35,27,36,2,1,6.0,1.0,6.0,1.0,2.15,1.33,-1.33,44.0,,,,,,Marcus Semien,35,0,Maj-NL,New York,43,169,154,15,35,6,0,3,14,12,0,33,1,1,1,3,5,1,0.227,0.286,0.325,0.61,543760,NL
77,CU,2026-04-01,77.4,0.61,6.73,"Robert Jr., Luis",673357,669461,,called_strike,,,,,2,,R,R,L,STL,NYM,S,,,0,1,2026,-0.8,-1.64,0.2459230634144524,3.2627486062816367,,,,1,5,Top,,,,,,,0.7157314598617461,-112.50462788070318,2.997033951994795,-6.787806449338353,25.935045785834813,-46.757042568914336,3.310400263,1.670669291,,,,76.0,2849,6.0,823078,686780,676475,802139,669357,691026,695336,687363,701675,54.54,,,,,,,,27,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,331,0.006,-0.052,,,,0.052,,0,0,0.533,0.4669999999999999,26,28,27,29,2,1,6.0,1.0,6.0,1.0,5.54,-0.8,0.8,49.3,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
78,SI,2026-03-30,96.6,-1.84,5.49,"Alvarez, Francisco",682626,694335,walk,ball,,,,,13,"Pedro Pagés challenged (pitch result), call on the field was confirmed: Francisco Alvarez walks.",R,R,R,STL,NYM,B,,,3,1,2026,-1.12,0.64,-0.8502169597734526,2.153222839886616,676724.0,,,2,6,Top,,,,,,,5.23671679587238,-140.52418420189957,-4.6203656643724775,-16.091817195013636,31.18025644431904,-22.83378897862376,3.120833333,1.575,,,,97.2,2313,6.6,823080,686780,676475,802139,669357,691026,701675,687363,691023,53.89,,0.704799,0.7,1.0,0.0,0.0,,47,5,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,224,-0.004,0.087,,,,-0.087,,-2,2,0.225,0.775,27,24,27,25,1,2,2.0,2.0,5.0,1.0,1.8,1.12,1.12,25.0,,,,,,Francisco Alvarez,24,2,Maj-NL,New York,37,128,112,12,27,5,0,4,10,11,0,28,2,0,1,10,0,0,0.241,0.317,0.393,0.71,682626,NL
79,FF,2026-03-29,94.2,-1.45,5.58,"Soto, Juan",665742,669387,,called_strike,,,,,1,,R,L,R,NYM,PIT,S,,,0,0,2026,-0.81,1.33,-0.7179014274332377,3.0152906686598797,,,,1,1,Bot,,,,,,,3.718056039751625,-137.07023023880268,-3.7638823455734913,-11.083080809321428,32.273721013863806,-14.7606472027915,3.259498032,1.644980315,,,,94.3,2074,6.5,823647,680779,687462,664040,693304,669707,663968,665833,656811,54.01,,,,,,,,8,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,219,-0.003,-0.039,,,,0.039,,-1,-1,0.424,0.424,27,27,27,28,1,0,,1.0,6.0,1.0,1.25,0.81,-0.81,38.8,,,,,,Juan Soto,27,0,Maj-NL,New York,28,120,104,13,28,4,1,5,13,15,3,18,0,0,1,1,1,1,0.269,0.358,0.471,0.829,665742,NL
80,SI,2026-03-29,95.6,-3.48,4.99,"Bichette, Bo",666182,670990,,called_strike,,,,,9,,R,R,R,NYM,PIT,S,,,0,0,2026,-1.53,0.45,0.4392157205923466,1.5770051454667506,,,665742.0,1,5,Bot,,,,,,,13.800366595614086,-138.4414538764612,-4.153794924845847,-22.81064303454492,31.851762893348745,-25.54918930461604,3.162081693,1.595816929,,,,96.1,2195,6.9,823647,680779,687462,664040,693304,669707,663968,665833,656811,53.58,,,,,,,,43,1,Sinker,2,2,2,2,2,2,2,2,Strategic,Standard,232,-0.006,-0.04,,,,0.04,,0,0,0.569,0.569,31,28,31,28,1,2,3.0,1.0,2.0,1.0,2.07,1.53,1.53,17.7,,,,,,Bo Bichette,28,0,Maj-NL,New York,43,189,174,17,38,5,0,2,18,13,0,33,0,0,2,6,1,0,0.218,0.27,0.282,0.551,666182,NL
81,FF,2026-03-28,95.4,-2.76,4.45,"Baty, Brett",683146,664875,,ball,,,,,12,,R,L,R,NYM,PIT,B,,,0,2,2026,-1.3,1.16,1.052074991416735,2.5736242648581404,,593871.0,673357.0,0,7,Bot,,,,,,,12.871859156240973,-138.21872255632277,-1.7065046513732107,-19.619189162945,33.257542564061104,-17.24368775342085,3.327952756,1.679527559,,,,95.1,2452,6.6,823651,663698,656811,664040,693304,669707,668804,663968,694377,53.94,,,,,,,,55,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,246,0.008,0.015,,,,-0.015,,0,0,0.693,0.693,31,26,32,27,1,2,2.0,2.0,2.0,1.0,1.39,1.3,-1.3,2.4,,,,,,Brett Baty,26,0,Maj-NL,New York,40,139,123,17,27,6,1,2,15,12,0,37,1,0,2,2,2,1,0.22,0.29,0.333,0.623,683146,NL
82,SL,2026-03-26,86.0,-2.13,5.75,"Semien, Marcus",543760,642701,strikeout,called_strike,,,,,2,"Marcus Semien challenged (pitch result), call on the field was confirmed: Marcus Semien called out on strikes.",R,R,R,NYM,PIT,S,2.0,,0,2,2026,0.12,-0.16,0.251237958009911,3.221354422314916,,,,1,8,Bot,,,,,,,5.322627608541896,-125.21512829996108,0.7564927729628554,0.2479278368331123,24.89917454873814,-34.19982880641513,3.212106299,1.621062992,,,,86.1,2567,6.3,823649,680779,687462,664040,693304,669707,668804,665833,656811,54.19,,0.0,0.0,1.0,0.0,0.0,,74,3,Slider,11,5,11,5,5,11,11,5,Standard,Standard,113,-0.001,-0.163,,,,0.163,,6,6,0.998,0.998,30,35,30,36,1,4,,,2.0,2.0,3.23,-0.12,-0.12,33.7,,,,,,Marcus Semien,35,0,Maj-NL,New York,43,169,154,15,35,6,0,3,14,12,0,33,1,1,1,3,5,1,0.227,0.286,0.325,0.61,543760,NL
