,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,League
39,SL,2026-04-22,89.5,1.74,5.86,"Soto, Juan",665742,696070,,called_strike,,,,,7,,R,L,L,NYM,MIN,S,,,1,0,2026,-0.65,0.35,-0.7947540636769591,1.5766083108971891,,,,2,5,Bot,,,,,,,-4.811576607948139,-130.27166905402197,-5.145313493931895,-6.439593904109348,25.76682752755988,-27.364106293265586,3.259498032,1.644980315,,,,90.4,2395,6.7,823641,605170,665019,807712,668904,686797,663616,621439,670242,53.84,,,,,,,,38,2,Slider,2,1,2,1,1,2,2,1,Infield shade,Standard,207,-0.002,-0.054,,,,0.054,,1,1,0.672,0.672,23,27,24,28,1,2,,19.0,18.0,1.0,2.48,-0.65,-0.65,50.3,,,,,,Juan Soto,27,0,Maj-NL,New York,28,120,104,13,28,4,1,5,13,15,3,18,0,0,1,1,1,1,0.269,0.358,0.471,0.829,665742,NL
40,FS,2026-04-21,84.7,-1.49,6.37,"Benge, Carson",701807,680573,,ball,,,,,11,,R,L,R,NYM,MIN,B,,,2,2,2026,-0.99,0.31,-0.4365190260923304,3.4282240512819566,,683146.0,668901.0,2,4,Bot,,,,,,,4.506666343818221,-123.28183757938775,-0.9568942576960264,-11.02924695671201,24.10905513359956,-29.03319813670508,3.259498032,1.644980315,,,,85.8,917,7.0,823640,680777,665019,807712,668904,686797,663616,621439,670242,53.55,,,,,,,,30,5,Split-Finger,3,0,3,0,0,3,3,0,Standard,Standard,216,0.005,0.079,,,,-0.079,,3,3,0.854,0.854,25,23,26,23,2,1,6.0,2.0,5.0,2.0,2.86,0.99,-0.99,44.5,,,,,,Carson Benge,23,0,Maj-NL,New York,40,142,131,17,31,5,0,3,13,11,0,30,0,0,0,1,8,1,0.237,0.296,0.344,0.639,701807,NL
41,FC,2026-04-21,91.9,-2.43,5.08,"Benge, Carson",701807,623437,,called_strike,,,,,3,,R,L,R,NYM,MIN,S,,,3,1,2026,-0.3,0.84,0.6008949310411774,3.3595734281833707,,,,1,7,Bot,,,,,,,8.149716418402974,-133.756687569322,-0.2461793225059901,-5.286515864638365,26.83120522817965,-22.228675523704084,3.259498032,1.644980315,,,,91.2,2403,5.7,823640,680777,665019,807712,668904,686797,663616,621439,670242,54.83,,,,,,,,53,5,Cutter,3,3,3,3,3,3,3,3,Infield shade,Standard,231,-0.01,-0.087,,,,0.087,,0,0,0.566,0.566,35,23,35,23,1,2,3.0,2.0,1.0,2.0,1.85,0.3,-0.3,15.1,,,,,,Carson Benge,23,0,Maj-NL,New York,40,142,131,17,31,5,0,3,13,11,0,30,0,0,0,1,8,1,0.237,0.296,0.344,0.639,701807,NL
42,CU,2026-04-19,75.4,-0.23,6.28,"Vientos, Mark",668901,573204,,ball,,,,,13,,R,R,L,CHC,NYM,B,,,0,0,2026,-0.42,-1.2,-0.3674297386561148,1.4770991192869287,,669004.0,,0,10,Top,,,,,,,0.4827584011454298,-109.76555106587708,-0.3144638919258133,-3.468111392916489,22.78549066279733,-41.95700010990621,3.340239501,1.685728347,,,,74.6,2555,6.1,824691,608348,683737,663538,608324,621020,624424,691718,673548,54.44,,,,,,,,69,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,328,0.162,0.032,,,,-0.032,,0,0,0.333,0.667,39,26,39,27,1,3,1.0,1.0,2.0,2.0,5.27,-0.42,0.42,62.4,,,,,,Mark Vientos,26,0,Maj-NL,New York,35,129,120,14,29,5,0,6,19,7,0,27,1,0,1,3,0,0,0.242,0.287,0.433,0.72,668901,NL
43,CU,2026-04-18,78.8,-1.35,6.17,"Melendez, MJ",669004,592791,,called_strike,,,,,7,,R,L,R,CHC,NYM,S,,,0,0,2026,0.67,-0.96,-0.71423256360209,1.603017178876316,596019.0,673357.0,,2,1,Top,,,,,,,0.0915492194151051,-114.79077586526594,-0.9907878088621396,5.857337147399818,22.945824551668867,-40.65575784673787,3.228781168,1.629478347,,,,79.1,2619,6.6,824694,665804,683737,663538,608324,621020,664023,691718,673548,53.88,,,,,,,,5,1,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,33,0.008,-0.036,,,,0.036,,0,0,0.492,0.508,34,27,35,28,1,0,6.0,1.0,6.0,1.0,4.65,-0.67,0.67,49.5,,,,,,MJ Melendez,27,0,Maj-NL,New York,23,61,52,6,13,3,1,2,6,7,0,21,1,1,0,0,0,1,0.25,0.35,0.462,0.812,669004,NL
44,FF,2026-04-17,93.7,-3.0,5.5,"Melendez, MJ",669004,657097,,called_strike,,,,,1,,R,L,R,CHC,NYM,S,,,0,1,2026,-0.92,1.24,-0.8237428818324486,2.980987820798857,,673357.0,682626.0,0,8,Top,,,,,,,7.619345609459786,-136.26602014038653,-3.342046620849398,-13.156533120779404,31.167316330081636,-16.24660580448667,3.228781168,1.629478347,,,,93.6,2450,6.4,824693,608348,683737,663538,608324,621020,664023,691718,673548,54.12,,,,,,,,70,2,4-Seam Fastball,10,4,4,10,4,10,4,10,Infield shade,Standard,222,0.004,-0.053,,,,0.053,,6,-6,0.971,0.029,32,27,33,28,1,3,3.0,2.0,2.0,1.0,1.37,0.92,-0.92,31.2,,,,,,MJ Melendez,27,0,Maj-NL,New York,23,61,52,6,13,3,1,2,6,7,0,21,1,1,0,0,0,1,0.25,0.35,0.462,0.812,669004,NL
45,CU,2026-04-17,85.9,2.33,6.1,"Benge, Carson",701807,702303,strikeout,called_strike,,,,,4,"Carson Kelly challenged (pitch result), call on the field was overturned: Carson Benge called out on strikes.",R,L,L,CHC,NYM,S,2.0,,2,2,2026,0.04,-0.78,-0.6751270802603142,2.4753223481025457,,668901.0,,1,7,Top,,,,,,,-7.003018710910338,-124.99446370974172,-0.5097640432897939,1.824207578433683,25.89287131010278,-40.4165888048294,3.259498032,1.644980315,,,,84.7,2517,5.6,824693,608348,683737,663538,608324,621020,664023,691718,673548,54.93,,0.0,0.0,1.0,0.0,0.0,,58,6,Curveball,7,3,3,7,3,7,3,7,Standard,Standard,333,0.02,-0.227,,,,0.227,,4,-4,0.935,0.0649999999999999,28,23,28,23,1,3,3.0,2.0,2.0,1.0,3.87,0.04,0.04,53.8,,,,,,Carson Benge,23,0,Maj-NL,New York,40,142,131,17,31,5,0,3,13,11,0,30,0,0,0,1,8,1,0.237,0.296,0.344,0.639,701807,NL
46,CU,2026-04-15,79.1,-1.74,6.14,"Lindor, Francisco",596019,660271,,ball,,,,,14,,R,L,R,LAD,NYM,B,,,2,2,2026,0.98,-1.25,0.8889087553092045,2.05672123936896,,669004.0,,2,3,Top,,,,,,,3.7962558294180537,-115.0739345031638,0.6292138777836411,7.735719193683429,24.88847827561264,-43.54262898699052,3.107668963,1.568356299,,,,78.6,2728,6.4,823963,669257,518692,690976,571970,808975,606192,681624,663656,54.15,,,,,,,,19,8,Curveball,2,0,0,2,0,2,0,2,Infield shade,Standard,34,-0.007,0.057,,,,-0.057,,2,-2,0.736,0.264,31,32,32,33,2,1,7.0,1.0,7.0,2.0,4.95,-0.98,0.98,46.2,,,,,,Francisco Lindor,32,22,Maj-NL,New York,24,105,93,14,21,2,2,2,5,11,0,19,1,0,0,2,2,1,0.226,0.314,0.355,0.669,596019,NL
47,FF,2026-04-15,97.1,-1.19,5.48,"Semien, Marcus",543760,669165,,ball,,,,,14,,R,R,R,LAD,NYM,B,,,1,0,2026,-0.69,1.55,0.8462875484396978,2.084983143627765,,666182.0,682626.0,2,9,Top,,,,,,,7.004048961014386,-141.10050581650282,-6.976071721451015,-10.763437520338416,31.27132344636003,-10.064388488058148,3.212106299,1.621062992,,,,97.5,2048,6.6,823963,669257,518692,690976,571970,808975,606192,681624,663656,53.94,,,,,,,,73,2,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,215,0.0,0.029,,,,-0.029,,7,-7,0.999,0.001,28,35,28,36,1,3,,1.0,4.0,2.0,0.87,0.69,0.69,42.1,,,,,,Marcus Semien,35,0,Maj-NL,New York,43,169,154,15,35,6,0,3,14,12,0,33,1,1,1,3,5,1,0.227,0.286,0.325,0.61,543760,NL
48,ST,2026-04-14,84.9,-2.95,6.26,"Robert Jr., Luis",673357,595014,strikeout,called_strike,,,,,9,"Luis Robert Jr. challenged (pitch result), call on the field was confirmed: Luis Robert Jr. called out on strikes.",R,R,R,LAD,NYM,S,2.0,,3,2,2026,0.87,-0.36,0.426909705029043,1.6318209939959418,701807.0,596019.0,,2,8,Top,,,,,,,5.958245074678768,-123.57543105642588,-3.503931266517342,7.815920729278157,24.041565541191986,-35.39935620953672,3.310400263,1.670669291,,,,84.1,2598,5.7,823965,669257,518692,690976,571970,808975,606192,681624,663656,54.79,,0.0,0.0,1.0,0.0,0.0,,54,7,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,43,0.122,-0.248,,,,0.248,,0,0,0.486,0.514,38,28,38,29,1,3,3.0,1.0,1.0,1.0,3.52,-0.87,-0.87,33.6,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
49,ST,2026-04-14,83.5,-3.0,6.22,"Robert Jr., Luis",673357,595014,,ball,,,,,14,,R,R,R,LAD,NYM,B,,,2,2,2026,1.12,-0.13,1.0590363690590503,1.796703084691519,701807.0,596019.0,,2,8,Top,,,,,,,6.902155576559267,-121.49814163264304,-3.2209480847291507,9.764014197970573,23.506625663624497,-33.08763938487524,3.310400263,1.670669291,,,,82.5,2639,5.6,823965,669257,518692,690976,571970,808975,606192,681624,663656,54.89,,,,,,,,54,6,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,52,-0.022,0.029,,,,-0.029,,0,0,0.508,0.492,38,28,38,29,1,3,3.0,1.0,1.0,1.0,3.4,-1.12,-1.12,32.0,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
50,CU,2026-04-13,75.8,2.29,5.65,"Lindor, Francisco",596019,680736,,called_strike,,,,,2,,R,R,L,LAD,NYM,S,,,0,0,2026,-0.4,-0.52,-0.085276917738474,3.0138786552980124,,,,0,7,Top,,,,,,,-4.100901541842685,-110.4107064961273,2.565668228384015,-2.6286632342075715,17.771477518629677,-37.10159796368958,3.107668963,1.568356299,,,,74.9,2190,5.3,823964,669257,518692,669289,571970,500743,606192,681624,663656,55.17,,,,,,,,47,1,Curveball,4,0,0,4,0,4,0,4,Infield shade,Standard,315,0.002,-0.039,,,,0.039,,4,-4,0.941,0.059,25,32,26,33,3,2,7.0,1.0,7.0,1.0,4.45,-0.4,0.4,36.0,,,,,,Francisco Lindor,32,22,Maj-NL,New York,24,105,93,14,21,2,2,2,5,11,0,19,1,0,0,2,2,1,0.226,0.314,0.355,0.669,596019,NL
51,SL,2026-04-13,86.4,2.38,5.52,"Vientos, Mark",668901,680736,,called_strike,,,,,7,,R,R,L,LAD,NYM,S,,,1,1,2026,-0.2,0.13,-0.7267759219196124,1.7244931967102803,,,,2,4,Top,,,,,,,-6.804625558326492,-125.81782598864676,-2.8959531290610783,-0.8062702212154066,23.759697096709573,-30.394355058639068,3.340239501,1.685728347,,,,85.4,2303,5.5,823964,669257,518692,669289,571970,500743,606192,681624,663656,55.03,,,,,,,,28,3,Slider,4,0,0,4,0,4,0,4,Standard,Standard,286,0.002,-0.062,,,,0.062,,4,-4,0.906,0.0939999999999999,25,26,26,27,2,1,7.0,1.0,7.0,1.0,2.9,-0.2,0.2,33.8,,,,,,Mark Vientos,26,0,Maj-NL,New York,35,129,120,14,29,5,0,6,19,7,0,27,1,0,1,3,0,0,0.242,0.287,0.433,0.72,668901,NL
52,SL,2026-04-13,90.1,2.71,5.18,"Taylor, Tyrone",621438,656945,,called_strike,,,,,9,,R,R,L,LAD,NYM,S,,,1,1,2026,-0.64,0.16,0.8202873706379034,2.076238924441657,,,543760.0,0,9,Top,,,,,,,-3.25251370673809,-131.36101279577963,-1.961389356985972,-6.837198072134854,25.154291883529364,-30.130874850452265,3.231414042,1.630807087,,,,90.4,2741,6.2,823964,669257,518692,669289,571970,500743,606192,681624,663656,54.34,,,,,,,,64,3,Slider,4,0,0,4,0,4,0,4,Standard,Standard,240,0.005,-0.07,,,,0.07,,4,-4,0.967,0.033,31,32,32,32,1,2,2.0,1.0,2.0,4.0,2.62,-0.64,0.64,31.9,,,,,,Tyrone Taylor,32,0,Maj-NL,New York,35,82,77,4,14,2,0,2,11,2,0,15,0,3,0,0,0,1,0.182,0.203,0.286,0.488,621438,NL
53,ST,2026-04-12,79.2,-2.68,4.83,"Taylor, Tyrone",621438,605130,,ball,,,,,13,,R,R,R,NYM,ATH,B,,,2,1,2026,1.64,0.83,-0.5734929500737262,1.399762724771239,,,,2,8,Bot,,,,,,,1.437301347769162,-115.40549215118418,-2.0765037550289662,14.34669191240438,22.17156050217527,-24.56502740457182,3.231414042,1.630807087,,,,80.1,2383,6.9,823642,669127,701762,643446,691777,687231,691016,672016,671732,53.57,,,,,,,,58,4,Sweeper,0,1,0,1,1,0,0,1,Infield shade,Standard,97,0.01,0.117,,,,-0.117,,-1,-1,0.201,0.201,33,32,34,32,1,2,2.0,1.0,3.0,1.0,2.8,-1.64,-1.64,22.6,,,,,,Tyrone Taylor,32,0,Maj-NL,New York,35,82,77,4,14,2,0,2,11,2,0,15,0,3,0,0,0,1,0.182,0.203,0.286,0.488,621438,NL
54,FF,2026-04-12,96.0,1.89,6.1,"Baty, Brett",683146,663687,strikeout,called_strike,,,,,1,"Shea Langeliers challenged (pitch result), call on the field was overturned: Brett Baty called out on strikes.",R,L,L,NYM,ATH,S,2.0,,3,2,2026,0.76,1.59,-0.6515629414301783,3.431760165421041,,,,1,7,Bot,,,,,,,-8.412351170361624,-139.58265598249622,-4.947436740398992,11.834622696554115,31.52178366346856,-10.471599731061035,3.327952756,1.679527559,,,,96.2,2409,6.5,823642,669127,701762,643446,691777,687231,691016,672016,671732,54.02,,0.0,0.0,1.0,0.0,0.0,,51,6,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,149,-0.045,-0.332,,,,0.332,,-1,-1,0.324,0.324,29,26,30,27,1,2,3.0,1.0,2.0,2.0,0.89,0.76,0.76,55.8,,,,,,Brett Baty,26,0,Maj-NL,New York,40,139,123,17,27,6,1,2,15,12,0,37,1,0,2,2,2,1,0.22,0.29,0.333,0.623,683146,NL
55,SL,2026-04-11,76.5,3.58,5.0,"Vientos, Mark",668901,682052,,ball,,,,,14,,R,R,L,NYM,ATH,B,,,1,2,2026,-0.74,0.49,0.8660917630315217,2.3783359052035107,,,,2,5,Bot,,,,,,,-4.325914238214008,-111.3519803845929,0.8770198469542774,-5.2642858463987645,21.67398365468677,-28.569774935921107,3.340239501,1.685728347,,,,76.9,2418,6.7,823644,669127,701762,643446,691777,805779,691016,672016,671732,53.75,,,,,,,,49,4,Slider,3,7,3,7,7,3,3,7,Standard,Standard,276,0.001,0.042,,,,-0.042,,-4,-4,0.087,0.087,28,26,28,27,3,2,6.0,2.0,5.0,1.0,3.43,-0.74,0.74,14.6,,,,,,Mark Vientos,26,0,Maj-NL,New York,35,129,120,14,29,5,0,6,19,7,0,27,1,0,1,3,0,0,0.242,0.287,0.433,0.72,668901,NL
56,CH,2026-04-11,83.6,3.53,5.01,"Vientos, Mark",668901,682052,,called_strike,,,,,2,,R,R,L,NYM,ATH,S,,,1,1,2026,1.56,0.52,-0.0279683332591662,3.336971301603598,,,,2,5,Bot,,,,,,,-11.365327014717948,-121.05660697867914,1.8945730145775088,17.6991326405843,26.978517166172075,-27.834303239735444,3.340239501,1.685728347,,,,84.0,1903,7.2,823644,669127,701762,643446,691777,805779,691016,672016,671732,53.33,,,,,,,,49,3,Changeup,3,7,3,7,7,3,3,7,Standard,Standard,186,-0.002,-0.062,,,,0.062,,-4,-4,0.089,0.089,28,26,28,27,3,2,6.0,2.0,5.0,1.0,2.81,1.56,-1.56,16.8,,,,,,Mark Vientos,26,0,Maj-NL,New York,35,129,120,14,29,5,0,6,19,7,0,27,1,0,1,3,0,0,0.242,0.287,0.433,0.72,668901,NL
57,FF,2026-04-09,92.0,1.19,6.02,"Robert Jr., Luis",673357,593958,strikeout,called_strike,,,,,9,"Luis Robert Jr. challenged (pitch result), call on the field was confirmed: Luis Robert Jr. called out on strikes.",R,R,L,NYM,AZ,S,2.0,,0,2,2026,0.85,1.29,0.2850651068301415,1.6234940017593154,621438.0,,666182.0,1,5,Bot,,,,,,,-4.141657360975285,-133.8153383060008,-7.953836505086841,11.04125653725979,26.884524943385287,-15.158823132395316,3.310400263,1.670669291,,,,92.4,2284,6.4,823645,543510,545121,606466,699912,672695,694374,677950,678489,54.12,,0.0,0.0,1.0,0.0,0.0,,37,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,157,-0.039,-0.254,,,,0.254,,1,1,0.747,0.747,33,28,33,29,3,2,6.0,1.0,6.0,1.0,1.39,0.85,-0.85,41.4,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
58,FF,2026-04-09,91.2,1.05,6.2,"Robert Jr., Luis",673357,593958,,called_strike,,,,,9,,R,R,L,NYM,AZ,S,,,0,1,2026,0.67,1.52,0.4637553775764031,1.5998324438595404,,,666182.0,2,3,Bot,,,,,,,-2.942300868985686,-132.59445169176024,-8.685522018761727,8.59321772205488,30.151056412671423,-12.572847063594638,3.310400263,1.670669291,,,,90.9,2360,6.3,823645,543510,545121,606466,699912,672695,694374,677950,678489,54.18,,,,,,,,22,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,155,-0.005,-0.055,,,,0.055,,1,1,0.641,0.641,33,28,33,29,2,1,6.0,1.0,6.0,1.0,1.24,0.67,-0.67,46.1,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
59,FC,2026-04-08,90.9,-1.41,6.26,"Baty, Brett",683146,669194,,called_strike,,,,,6,,R,L,R,NYM,AZ,S,,,0,1,2026,-0.1,0.93,0.8030370606469442,2.4144918982645143,,,666182.0,2,4,Bot,,,,,,,5.703333882564846,-132.2618505062065,-5.5730859764950695,-2.297696499570263,27.267469950733283,-20.22042356366517,3.327952756,1.679527559,,,,91.5,2275,6.6,823646,672515,699912,545121,571448,672695,694374,678489,682998,53.91,,,,,,,,33,2,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,177,-0.003,-0.055,,,,0.055,,-5,-5,0.074,0.074,28,26,28,27,2,1,6.0,1.0,5.0,1.0,1.82,0.1,-0.1,50.1,,,,,,Brett Baty,26,0,Maj-NL,New York,40,139,123,17,27,6,1,2,15,12,0,37,1,0,2,2,2,1,0.22,0.29,0.333,0.623,683146,NL
60,FF,2026-04-08,95.6,-1.13,6.44,"Semien, Marcus",543760,669194,,called_strike,,,,,8,,R,R,R,NYM,AZ,S,,,0,0,2026,0.11,1.78,-0.0881956495986356,1.6539300696069794,,,683146.0,2,2,Bot,,,,,,,2.4575656656159026,-138.79550121828635,-10.792937312370228,0.8710587218916792,33.00491888126744,-6.968889936392505,3.212106299,1.621062992,,,,95.8,2372,6.7,823646,672515,699912,545121,571448,672695,694374,678489,682998,53.82,,,,,,,,20,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,189,-0.002,-0.042,,,,0.042,,-5,-5,0.108,0.108,28,35,28,36,1,0,6.0,1.0,5.0,1.0,0.74,-0.11,-0.11,56.8,,,,,,Marcus Semien,35,0,Maj-NL,New York,43,169,154,15,35,6,0,3,14,12,0,33,1,1,1,3,5,1,0.227,0.286,0.325,0.61,543760,NL
61,FF,2026-04-08,96.3,-1.13,6.37,"Lindor, Francisco",596019,669194,,called_strike,,,,,4,,R,L,R,NYM,AZ,S,,,0,1,2026,-0.15,1.77,-0.6863889321172104,2.620011640738013,,,,0,1,Bot,,,,,,,1.514768571385078,-140.03778121757836,-8.258026997548228,-2.307506748740033,32.52250884657464,-7.1981027056938585,3.107668963,1.568356299,,,,96.7,2211,6.6,823646,672515,699912,545121,571448,672695,694374,678489,682998,53.85,,,,,,,,6,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,194,-0.006,-0.055,,,,0.055,,-1,-1,0.444,0.444,28,32,28,33,1,0,6.0,1.0,5.0,1.0,0.69,0.15,-0.15,54.4,,,,,,Francisco Lindor,32,22,Maj-NL,New York,24,105,93,14,21,2,2,2,5,11,0,19,1,0,0,2,2,1,0.226,0.314,0.355,0.669,596019,NL
62,SI,2026-04-08,87.1,-3.93,3.72,"Semien, Marcus",543760,657044,,ball,,,,,13,,R,R,R,NYM,AZ,B,,,0,0,2026,-1.12,-0.52,-0.8629081441017894,2.040367280208272,,673357.0,683146.0,2,6,Bot,,,,,,,9.6519551386046,-126.30643556361456,3.4981471541950957,-14.056733102578235,27.325100208634872,-38.712392051775225,3.212106299,1.621062992,,,,87.2,1951,6.7,823646,672515,699912,545121,571448,672695,694374,678489,682998,53.81,,,,,,,,52,1,Sinker,1,5,1,5,5,1,1,5,Standard,Standard,263,0.003,0.024,,,,-0.024,,-4,-4,0.094,0.094,34,35,34,36,1,2,1.0,1.0,3.0,1.0,3.56,1.12,1.12,-11.1,,,,,,Marcus Semien,35,0,Maj-NL,New York,43,169,154,15,35,6,0,3,14,12,0,33,1,1,1,3,5,1,0.227,0.286,0.325,0.61,543760,NL
63,FF,2026-04-07,92.5,-2.39,6.09,"Baty, Brett",683146,668678,,ball,,,,,12,,R,L,R,NYM,AZ,B,,,2,0,2026,-0.39,1.74,0.9706797965167684,2.728033166194376,,,673357.0,2,5,Bot,,,,,,,9.38205360455934,-134.08398937009366,-6.216829732836632,-7.331144400850357,38.649301405623575,-10.161607244731576,3.327952756,1.679527559,,,,91.6,2267,6.7,823648,672515,545121,606466,571448,672695,678489,677950,682998,53.77,,,,,,,,48,3,4-Seam Fastball,2,3,2,3,3,2,2,3,Infield shade,Standard,205,0.009,0.083,,,,-0.083,,-1,-1,0.385,0.385,30,26,31,27,3,2,6.0,3.0,5.0,1.0,1.02,0.39,-0.39,45.9,,,,,,Brett Baty,26,0,Maj-NL,New York,40,139,123,17,27,6,1,2,15,12,0,37,1,0,2,2,2,1,0.22,0.29,0.333,0.623,683146,NL
64,SI,2026-04-07,92.4,-2.76,6.02,"Robert Jr., Luis",673357,668678,,ball,,,,,13,,R,R,R,NYM,AZ,B,,,0,0,2026,-1.96,1.59,-0.7392672796633928,1.435558822033923,,,,1,3,Bot,,,,,,,9.483281149375708,-133.79388605309222,-9.026136163484548,-25.604966583378346,34.2990708035889,-11.180240302865045,3.310400263,1.670669291,,,,92.1,2293,6.8,823648,672515,545121,606466,571448,672695,678489,677950,682998,53.71,,,,,,,,26,1,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,204,0.002,0.039,,,,-0.039,,2,2,0.749,0.749,30,28,31,29,2,1,6.0,2.0,5.0,1.0,1.15,1.96,1.96,43.4,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
65,SL,2026-04-07,79.1,-1.53,5.87,"Bichette, Bo",666182,666661,,called_strike,,,,,9,,R,R,R,NYM,AZ,S,,,1,0,2026,1.46,-1.51,0.7549475265934064,1.8940716649380231,,,,2,7,Bot,,,,,,,2.124298243457757,-114.78605738056946,1.7406804548349657,11.637073617866807,34.16046352505872,-45.75028112562816,3.162081693,1.595816929,,,,77.1,2718,6.4,823648,672515,545121,606466,571448,672695,678489,677950,682998,54.05,,,,,,,,61,2,Slider,2,3,2,3,3,2,2,3,Standard,Standard,45,-0.004,-0.054,,,,0.054,,-1,-1,0.282,0.282,27,28,27,28,1,3,3.0,2.0,3.0,1.0,5.37,-1.46,-1.46,50.4,,,,,,Bo Bichette,28,0,Maj-NL,New York,43,189,174,17,38,5,0,2,18,13,0,33,0,0,2,6,1,0,0.218,0.27,0.282,0.551,666182,NL
66,SL,2026-04-07,84.2,-2.18,6.66,"Alvarez, Francisco",682626,656464,,ball,,,,,14,,R,R,R,NYM,AZ,B,,,0,0,2026,0.67,0.15,0.9169695916568544,1.5753705588397278,,,,1,9,Bot,,,,,,,5.753370064599139,-122.20867061752244,-5.227426977084743,4.999816465975951,32.16088565941447,-29.57562463999582,3.120833333,1.575,,,,83.2,2459,6.6,823648,672515,545121,606466,571448,672695,694374,678489,682998,53.94,,,,,,,,77,1,Slider,3,3,3,3,3,3,3,3,Standard,Standard,83,0.005,0.039,,,,-0.039,,0,0,0.582,0.582,32,24,32,25,1,3,2.0,2.0,4.0,1.0,3.17,-0.67,-0.67,42.3,,,,,,Francisco Alvarez,24,2,Maj-NL,New York,37,128,112,12,27,5,0,4,10,11,0,28,2,0,1,10,0,0,0.241,0.317,0.393,0.71,682626,NL
67,SI,2026-04-05,92.5,-1.76,4.97,"Robert Jr., Luis",673357,657277,,ball,,,,,14,,R,R,R,SF,NYM,B,,,0,0,2026,-1.32,-0.07,0.8445939249071883,1.6821895627088557,,,,2,6,Top,,,,,,,9.580271064200176,-134.29504603281873,-2.1824126028256137,-18.034984968434436,29.986835161633007,-32.695643526479536,3.310400263,1.670669291,,,,93.3,1891,6.9,823238,672275,646240,650333,656305,642715,671218,664056,808982,53.57,,,,,,,,39,1,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,248,-0.001,0.037,,,,-0.037,,-1,1,0.384,0.616,29,28,30,29,3,2,5.0,2.0,6.0,2.0,2.75,1.32,1.32,24.7,,,,,,Luis Robert Jr.,28,18,Maj-NL,New York,24,98,85,10,19,3,0,2,8,13,0,17,0,0,0,2,2,2,0.224,0.327,0.329,0.656,673357,NL
